Type, Ing, Ing1, Ing2, Ing3, Ing4, Ing5, Ing6, Ing7, Ing8, Ing9, Ing10, Rating
Main, salt, cayenne pepper, olive oil, fresh cilantro, ground cumin, lime, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, ground cumin, lime, cayenne pepper, fresh cilantro, salt, boneless skinless chicken breasts, olive oil, null, null, null, null, 0.75
Main, cayenne pepper, salt, fresh cilantro, lime, ground cumin, olive oil, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, chicken breasts, olive oil, lemon, black pepper, kosher salt, butter, null, null, null, null, null, 0.5
Main, kosher salt, olive oil, lemon, butter, black pepper, chicken breasts, null, null, null, null, null, 0.5
Main, black pepper, lemon, butter, chicken breasts, kosher salt, olive oil, null, null, null, null, null, 0.5
Main, olive oil, lemon, kosher salt, chicken breasts, butter, black pepper, null, null, null, null, null, 0.5
Main, lemon, black pepper, olive oil, kosher salt, chicken breasts, butter, null, null, null, null, null, 0.5
Main, butter, olive oil, kosher salt, chicken breasts, black pepper, lemon, null, null, null, null, null, 0.5
Main, vegetable oil, sugar, soy sauce, freshly ground black pepper, chicken wings, kosher salt, null, null, null, null, null, 0.75
Main, chicken wings, sugar, soy sauce, freshly ground black pepper, vegetable oil, kosher salt, null, null, null, null, null, 0.75
Main, kosher salt, sugar, chicken wings, freshly ground black pepper, vegetable oil, soy sauce, null, null, null, null, null, 0.75
Main, freshly ground black pepper, kosher salt, chicken wings, soy sauce, vegetable oil, sugar, null, null, null, null, null, 0.75
Main, soy sauce, kosher salt, freshly ground black pepper, chicken wings, sugar, vegetable oil, null, null, null, null, null, 0.75
Main, sugar, kosher salt, freshly ground black pepper, vegetable oil, soy sauce, chicken wings, null, null, null, null, null, 0.75
Main, lime, minced garlic, chicken drumsticks, pepper, salt, chopped cilantro, null, null, null, null, null, 0.5
Main, chopped cilantro, minced garlic, lime, pepper, salt, chicken drumsticks, null, null, null, null, null, 0.5
Main, minced garlic, chicken drumsticks, chopped cilantro, pepper, lime, salt, null, null, null, null, null, 0.5
Main, salt, chopped cilantro, lime, pepper, chicken drumsticks, minced garlic, null, null, null, null, null, 0.5
Main, pepper, minced garlic, lime, chicken drumsticks, salt, chopped cilantro, null, null, null, null, null, 0.5
Main, chicken drumsticks, lime, salt, pepper, minced garlic, chopped cilantro, null, null, null, null, null, 0.5
Main, boneless skinless chicken breasts, chopped parsley, russet potatoes, condensed cream of chicken soup, ranch salad dressing mix, milk, baby carrots, null, null, null, null, 0.75
Main, russet potatoes, ranch salad dressing mix, baby carrots, chopped parsley, condensed cream of chicken soup, milk, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, baby carrots, boneless skinless chicken breasts, milk, ranch salad dressing mix, chopped parsley, russet potatoes, condensed cream of chicken soup, null, null, null, null, 0.75
Main, condensed cream of chicken soup, boneless skinless chicken breasts, chopped parsley, milk, baby carrots, russet potatoes, ranch salad dressing mix, null, null, null, null, 0.75
Main, ranch salad dressing mix, baby carrots, chopped parsley, boneless skinless chicken breasts, condensed cream of chicken soup, milk, russet potatoes, null, null, null, null, 0.75
Main, milk, condensed cream of chicken soup, baby carrots, ranch salad dressing mix, russet potatoes, boneless skinless chicken breasts, chopped parsley, null, null, null, null, 0.75
Main, chopped parsley, condensed cream of chicken soup, russet potatoes, ranch salad dressing mix, boneless skinless chicken breasts, baby carrots, milk, null, null, null, null, 0.75
Main, minced onion, granulated garlic, olive oil, dark brown sugar, ground ginger, gluten free soy sauce, boneless skinless chicken thighs, null, null, null, null, 0.75
Main, gluten free soy sauce, ground ginger, granulated garlic, boneless skinless chicken thighs, minced onion, olive oil, dark brown sugar, null, null, null, null, 0.75
Main, dark brown sugar, olive oil, gluten free soy sauce, ground ginger, granulated garlic, minced onion, boneless skinless chicken thighs, null, null, null, null, 0.75
Main, granulated garlic, minced onion, gluten free soy sauce, olive oil, boneless skinless chicken thighs, ground ginger, dark brown sugar, null, null, null, null, 0.75
Main, ground ginger, olive oil, gluten free soy sauce, minced onion, granulated garlic, dark brown sugar, boneless skinless chicken thighs, null, null, null, null, 0.75
Main, olive oil, granulated garlic, minced onion, dark brown sugar, gluten free soy sauce, ground ginger, boneless skinless chicken thighs, null, null, null, null, 0.75
Main, boneless skinless chicken thighs, minced onion, gluten free soy sauce, olive oil, granulated garlic, dark brown sugar, ground ginger, null, null, null, null, 0.75
Main, pastry shell, cooked chicken, mayonnaise, endive, pepper, sriracha sauce, salt, scallions, null, null, null, 0.75
Main, cooked chicken, mayonnaise, endive, sriracha sauce, salt, scallions, pepper, pastry shell, null, null, null, 0.75
Main, scallions, mayonnaise, cooked chicken, salt, pepper, sriracha sauce, pastry shell, endive, null, null, null, 0.75
Main, endive, pepper, cooked chicken, scallions, mayonnaise, salt, pastry shell, sriracha sauce, null, null, null, 0.75
Main, mayonnaise, endive, pastry shell, salt, scallions, pepper, cooked chicken, sriracha sauce, null, null, null, 0.75
Main, sriracha sauce, cooked chicken, endive, pepper, mayonnaise, pastry shell, salt, scallions, null, null, null, 0.75
Main, salt, pepper, cooked chicken, pastry shell, endive, mayonnaise, scallions, sriracha sauce, null, null, null, 0.75
Main, pepper, cooked chicken, scallions, sriracha sauce, mayonnaise, pastry shell, endive, salt, null, null, null, 0.75
Main, boneless skinless chicken breasts, salt, fresh parsley, garlic, lemon, pepper, olive oil, null, null, null, null, 0.75
Main, lemon, olive oil, pepper, boneless skinless chicken breasts, fresh parsley, garlic, salt, null, null, null, null, 0.75
Main, garlic, fresh parsley, boneless skinless chicken breasts, salt, olive oil, pepper, lemon, null, null, null, null, 0.75
Main, salt, pepper, boneless skinless chicken breasts, lemon, olive oil, garlic, fresh parsley, null, null, null, null, 0.75
Main, pepper, olive oil, lemon, salt, boneless skinless chicken breasts, garlic, fresh parsley, null, null, null, null, 0.75
Main, olive oil, pepper, boneless skinless chicken breasts, fresh parsley, salt, garlic, lemon, null, null, null, null, 0.75
Main, fresh parsley, pepper, olive oil, lemon, salt, boneless skinless chicken breasts, garlic, null, null, null, null, 0.75
Main, skinless chicken breasts, basil pesto, freshly ground black pepper, low-fat mozzarella cheese, salt, null, null, null, null, null, null, 0.75
Main, salt, freshly ground black pepper, skinless chicken breasts, low-fat mozzarella cheese, basil pesto, null, null, null, null, null, null, 0.75
Main, freshly ground black pepper, skinless chicken breasts, basil pesto, salt, low-fat mozzarella cheese, null, null, null, null, null, null, 0.75
Main, basil pesto, salt, low-fat mozzarella cheese, freshly ground black pepper, skinless chicken breasts, null, null, null, null, null, null, 0.75
Main, low-fat mozzarella cheese, basil pesto, salt, skinless chicken breasts, freshly ground black pepper, null, null, null, null, null, null, 0.75
Main, PERDUE® FRESH CUTS™ Chicken Breast Strips, corn starch, orange juice, honey, soy sauce, couscous, stone ground mustard, cold water, null, null, null, 0.5
Main, honey, cold water, soy sauce, couscous, stone ground mustard, corn starch, PERDUE® FRESH CUTS™ Chicken Breast Strips, orange juice, null, null, null, 0.5
Main, stone ground mustard, soy sauce, corn starch, honey, couscous, cold water, orange juice, PERDUE® FRESH CUTS™ Chicken Breast Strips, null, null, null, 0.5
Main, orange juice, PERDUE® FRESH CUTS™ Chicken Breast Strips, corn starch, stone ground mustard, honey, soy sauce, cold water, couscous, null, null, null, 0.5
Main, soy sauce, cold water, honey, corn starch, orange juice, stone ground mustard, couscous, PERDUE® FRESH CUTS™ Chicken Breast Strips, null, null, null, 0.5
Main, corn starch, couscous, PERDUE® FRESH CUTS™ Chicken Breast Strips, stone ground mustard, orange juice, honey, cold water, soy sauce, null, null, null, 0.5
Main, cold water, PERDUE® FRESH CUTS™ Chicken Breast Strips, stone ground mustard, soy sauce, orange juice, corn starch, couscous, honey, null, null, null, 0.5
Main, couscous, PERDUE® FRESH CUTS™ Chicken Breast Strips, corn starch, stone ground mustard, orange juice, honey, soy sauce, cold water, null, null, null, 0.5
Main, boneless skinless chicken breasts, parmesan cheese, sun-dried tomatoes, chicken broth, spinach, italian seasoning, olive oil, heavy cream, garlic powder, null, null, 0.75
Main, olive oil, chicken broth, sun-dried tomatoes, heavy cream, boneless skinless chicken breasts, parmesan cheese, garlic powder, spinach, italian seasoning, null, null, 0.75
Main, heavy cream, garlic powder, italian seasoning, spinach, boneless skinless chicken breasts, parmesan cheese, sun-dried tomatoes, olive oil, chicken broth, null, null, 0.75
Main, chicken broth, parmesan cheese, garlic powder, boneless skinless chicken breasts, heavy cream, sun-dried tomatoes, olive oil, spinach, italian seasoning, null, null, 0.75
Main, garlic powder, heavy cream, parmesan cheese, chicken broth, spinach, boneless skinless chicken breasts, sun-dried tomatoes, italian seasoning, olive oil, null, null, 0.75
Main, italian seasoning, boneless skinless chicken breasts, heavy cream, spinach, olive oil, chicken broth, sun-dried tomatoes, parmesan cheese, garlic powder, null, null, 0.75
Main, parmesan cheese, olive oil, sun-dried tomatoes, chicken broth, italian seasoning, garlic powder, heavy cream, boneless skinless chicken breasts, spinach, null, null, 0.75
Main, spinach, chicken broth, boneless skinless chicken breasts, sun-dried tomatoes, olive oil, parmesan cheese, italian seasoning, heavy cream, garlic powder, null, null, 0.75
Main, sun-dried tomatoes, chicken broth, heavy cream, olive oil, spinach, parmesan cheese, italian seasoning, garlic powder, boneless skinless chicken breasts, null, null, 0.75
Main, jalapeno chilies, garlic, dried oregano, lemon, boneless skinless chicken breasts, olive oil, null, null, null, null, null, 0.75
Main, lemon, boneless skinless chicken breasts, dried oregano, garlic, jalapeno chilies, olive oil, null, null, null, null, null, 0.75
Main, dried oregano, jalapeno chilies, olive oil, lemon, boneless skinless chicken breasts, garlic, null, null, null, null, null, 0.75
Main, olive oil, dried oregano, jalapeno chilies, boneless skinless chicken breasts, garlic, lemon, null, null, null, null, null, 0.75
Main, garlic, lemon, jalapeno chilies, olive oil, boneless skinless chicken breasts, dried oregano, null, null, null, null, null, 0.75
Main, boneless skinless chicken breasts, garlic, olive oil, dried oregano, jalapeno chilies, lemon, null, null, null, null, null, 0.75
Main, bourbon whiskey, sesame oil, water, red wine, chives, soy sauce, chicken thighs, olive oil, fresh ginger, brown sugar, garlic, 0.75
Main, soy sauce, red wine, bourbon whiskey, chicken thighs, chives, olive oil, sesame oil, garlic, water, brown sugar, fresh ginger, 0.75
Main, water, red wine, soy sauce, brown sugar, chives, garlic, chicken thighs, olive oil, bourbon whiskey, sesame oil, fresh ginger, 0.75
Main, garlic, sesame oil, chicken thighs, water, fresh ginger, brown sugar, bourbon whiskey, red wine, soy sauce, olive oil, chives, 0.75
Main, brown sugar, water, chicken thighs, sesame oil, olive oil, garlic, fresh ginger, bourbon whiskey, soy sauce, chives, red wine, 0.75
Main, fresh ginger, garlic, soy sauce, olive oil, sesame oil, chives, brown sugar, bourbon whiskey, chicken thighs, water, red wine, 0.75
Main, red wine, garlic, sesame oil, fresh ginger, chicken thighs, chives, bourbon whiskey, brown sugar, olive oil, water, soy sauce, 0.75
Main, sesame oil, garlic, chives, fresh ginger, bourbon whiskey, olive oil, red wine, chicken thighs, brown sugar, soy sauce, water, 0.75
Main, chicken thighs, fresh ginger, soy sauce, chives, water, olive oil, garlic, brown sugar, sesame oil, red wine, bourbon whiskey, 0.75
Main, olive oil, water, chicken thighs, red wine, sesame oil, bourbon whiskey, fresh ginger, soy sauce, chives, garlic, brown sugar, 0.75
Main, chives, olive oil, garlic, water, soy sauce, bourbon whiskey, brown sugar, red wine, chicken thighs, fresh ginger, sesame oil, 0.75
Main, whole chicken, pepper, vegetable oil, salt, buttermilk, self rising flour, null, null, null, null, null, 0.75
Main, salt, buttermilk, whole chicken, vegetable oil, pepper, self rising flour, null, null, null, null, null, 0.75
Main, pepper, self rising flour, vegetable oil, buttermilk, salt, whole chicken, null, null, null, null, null, 0.75
Main, buttermilk, salt, vegetable oil, whole chicken, self rising flour, pepper, null, null, null, null, null, 0.75
Main, self rising flour, salt, buttermilk, whole chicken, vegetable oil, pepper, null, null, null, null, null, 0.75
Main, vegetable oil, pepper, salt, buttermilk, whole chicken, self rising flour, null, null, null, null, null, 0.75
Main, chicken breasts, enchilada sauce, corn tortillas, monterey jack, null, null, null, null, null, null, null, 0.75
Main, enchilada sauce, monterey jack, chicken breasts, corn tortillas, null, null, null, null, null, null, null, 0.75
Main, corn tortillas, chicken breasts, enchilada sauce, monterey jack, null, null, null, null, null, null, null, 0.75
Main, monterey jack, chicken breasts, enchilada sauce, corn tortillas, null, null, null, null, null, null, null, 0.75
Main, boneless chicken breast, herbs, brown sugar, garlic cloves, olive oil, spices, null, null, null, null, null, 0.75
Main, garlic cloves, boneless chicken breast, spices, olive oil, herbs, brown sugar, null, null, null, null, null, 0.75
Main, brown sugar, garlic cloves, herbs, olive oil, boneless chicken breast, spices, null, null, null, null, null, 0.75
Main, olive oil, herbs, brown sugar, garlic cloves, boneless chicken breast, spices, null, null, null, null, null, 0.75
Main, spices, herbs, olive oil, garlic cloves, boneless chicken breast, brown sugar, null, null, null, null, null, 0.75
Main, herbs, brown sugar, olive oil, garlic cloves, boneless chicken breast, spices, null, null, null, null, null, 0.75
Main, bone-in skin-on chicken thighs, marjoram leaves, lemon, kosher salt, freshly ground pepper, vegetable oil, null, null, null, null, null, 0.5
Main, kosher salt, marjoram leaves, freshly ground pepper, vegetable oil, lemon, bone-in skin-on chicken thighs, null, null, null, null, null, 0.5
Main, freshly ground pepper, vegetable oil, bone-in skin-on chicken thighs, marjoram leaves, kosher salt, lemon, null, null, null, null, null, 0.5
Main, vegetable oil, marjoram leaves, freshly ground pepper, bone-in skin-on chicken thighs, kosher salt, lemon, null, null, null, null, null, 0.5
Main, lemon, freshly ground pepper, kosher salt, marjoram leaves, bone-in skin-on chicken thighs, vegetable oil, null, null, null, null, null, 0.5
Main, marjoram leaves, kosher salt, freshly ground pepper, bone-in skin-on chicken thighs, vegetable oil, lemon, null, null, null, null, null, 0.5
Main, yellow rice, cream of chicken soup, onions, shredded cheddar cheese, boneless skinless chicken breasts, corn, chicken stock, null, null, null, null, 0.75
Main, boneless skinless chicken breasts, shredded cheddar cheese, cream of chicken soup, corn, yellow rice, onions, chicken stock, null, null, null, null, 0.75
Main, shredded cheddar cheese, boneless skinless chicken breasts, corn, yellow rice, chicken stock, cream of chicken soup, onions, null, null, null, null, 0.75
Main, onions, yellow rice, corn, cream of chicken soup, shredded cheddar cheese, chicken stock, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, cream of chicken soup, chicken stock, shredded cheddar cheese, yellow rice, corn, onions, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, corn, onions, chicken stock, boneless skinless chicken breasts, cream of chicken soup, yellow rice, shredded cheddar cheese, null, null, null, null, 0.75
Main, chicken stock, onions, corn, shredded cheddar cheese, cream of chicken soup, yellow rice, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, spaghetti, grated parmesan cheese, skinless chicken breasts, marinara sauce, shredded mozzarella cheese, unsalted butter, Italian style breadcrumbs, null, null, null, null, 0.75
Main, skinless chicken breasts, marinara sauce, spaghetti, Italian style breadcrumbs, shredded mozzarella cheese, unsalted butter, grated parmesan cheese, null, null, null, null, 0.75
Main, Italian style breadcrumbs, spaghetti, unsalted butter, grated parmesan cheese, skinless chicken breasts, marinara sauce, shredded mozzarella cheese, null, null, null, null, 0.75
Main, grated parmesan cheese, Italian style breadcrumbs, spaghetti, skinless chicken breasts, marinara sauce, unsalted butter, shredded mozzarella cheese, null, null, null, null, 0.75
Main, unsalted butter, shredded mozzarella cheese, marinara sauce, skinless chicken breasts, Italian style breadcrumbs, grated parmesan cheese, spaghetti, null, null, null, null, 0.75
Main, shredded mozzarella cheese, spaghetti, grated parmesan cheese, unsalted butter, skinless chicken breasts, marinara sauce, Italian style breadcrumbs, null, null, null, null, 0.75
Main, marinara sauce, Italian style breadcrumbs, skinless chicken breasts, spaghetti, shredded mozzarella cheese, unsalted butter, grated parmesan cheese, null, null, null, null, 0.75
Main, chicken, kosher salt, null, null, null, null, null, null, null, null, null, 0.5
Main, kosher salt, chicken, null, null, null, null, null, null, null, null, null, 0.5
Main, mirin, boneless chicken thighs, soy sauce, fresh ginger, null, null, null, null, null, null, null, 1.0
Main, soy sauce, mirin, fresh ginger, boneless chicken thighs, null, null, null, null, null, null, null, 1.0
Main, fresh ginger, mirin, soy sauce, boneless chicken thighs, null, null, null, null, null, null, null, 1.0
Main, boneless chicken thighs, soy sauce, fresh ginger, mirin, null, null, null, null, null, null, null, 1.0
Main, honey, chicken breasts, minced garlic, light soy sauce, freshly ground black pepper, fresh ginger root, null, null, null, null, null, 0.75
Main, light soy sauce, minced garlic, fresh ginger root, freshly ground black pepper, honey, chicken breasts, null, null, null, null, null, 0.75
Main, freshly ground black pepper, chicken breasts, minced garlic, light soy sauce, fresh ginger root, honey, null, null, null, null, null, 0.75
Main, minced garlic, light soy sauce, freshly ground black pepper, chicken breasts, fresh ginger root, honey, null, null, null, null, null, 0.75
Main, fresh ginger root, minced garlic, chicken breasts, light soy sauce, freshly ground black pepper, honey, null, null, null, null, null, 0.75
Main, chicken breasts, minced garlic, honey, fresh ginger root, light soy sauce, freshly ground black pepper, null, null, null, null, null, 0.75
Main, buttermilk, pepper, butter, cornflake crumbs, grated parmesan cheese, chicken fingers, salt, null, null, null, null, 0.75
Main, grated parmesan cheese, buttermilk, butter, pepper, salt, chicken fingers, cornflake crumbs, null, null, null, null, 0.75
Main, cornflake crumbs, chicken fingers, butter, grated parmesan cheese, buttermilk, salt, pepper, null, null, null, null, 0.75
Main, chicken fingers, butter, grated parmesan cheese, buttermilk, cornflake crumbs, salt, pepper, null, null, null, null, 0.75
Main, butter, salt, chicken fingers, grated parmesan cheese, pepper, cornflake crumbs, buttermilk, null, null, null, null, 0.75
Main, salt, grated parmesan cheese, chicken fingers, cornflake crumbs, buttermilk, pepper, butter, null, null, null, null, 0.75
Main, pepper, grated parmesan cheese, chicken fingers, cornflake crumbs, salt, butter, buttermilk, null, null, null, null, 0.75
Main, minced ginger, hoisin sauce, light soy sauce, garlic chili sauce, skinless chicken breasts, canola oil, null, null, null, null, null, 0.75
Main, garlic chili sauce, light soy sauce, hoisin sauce, canola oil, skinless chicken breasts, minced ginger, null, null, null, null, null, 0.75
Main, hoisin sauce, garlic chili sauce, light soy sauce, skinless chicken breasts, canola oil, minced ginger, null, null, null, null, null, 0.75
Main, light soy sauce, hoisin sauce, skinless chicken breasts, minced ginger, canola oil, garlic chili sauce, null, null, null, null, null, 0.75
Main, skinless chicken breasts, canola oil, hoisin sauce, garlic chili sauce, light soy sauce, minced ginger, null, null, null, null, null, 0.75
Main, canola oil, garlic chili sauce, skinless chicken breasts, light soy sauce, minced ginger, hoisin sauce, null, null, null, null, null, 0.75
Main, Just Bare Chicken Thighs, melted butter, black pepper, lime, lime juice, worcestershire sauce, garlic, salt, chopped fresh cilantro, lime wedges, null, 0.75
Main, lime juice, melted butter, lime, chopped fresh cilantro, garlic, worcestershire sauce, lime wedges, salt, black pepper, Just Bare Chicken Thighs, null, 0.75
Main, garlic, melted butter, lime wedges, black pepper, worcestershire sauce, chopped fresh cilantro, lime juice, lime, salt, Just Bare Chicken Thighs, null, 0.75
Main, worcestershire sauce, Just Bare Chicken Thighs, lime juice, lime, salt, melted butter, chopped fresh cilantro, garlic, black pepper, lime wedges, null, 0.75
Main, salt, melted butter, garlic, lime, lime wedges, chopped fresh cilantro, Just Bare Chicken Thighs, worcestershire sauce, black pepper, lime juice, null, 0.75
Main, black pepper, lime, worcestershire sauce, garlic, lime juice, melted butter, chopped fresh cilantro, Just Bare Chicken Thighs, lime wedges, salt, null, 0.75
Main, melted butter, lime, lime wedges, salt, chopped fresh cilantro, worcestershire sauce, Just Bare Chicken Thighs, black pepper, lime juice, garlic, null, 0.75
Main, lime, salt, garlic, black pepper, melted butter, worcestershire sauce, lime juice, chopped fresh cilantro, Just Bare Chicken Thighs, lime wedges, null, 0.75
Main, chopped fresh cilantro, salt, black pepper, lime juice, melted butter, Just Bare Chicken Thighs, worcestershire sauce, lime, lime wedges, garlic, null, 0.75
Main, lime wedges, lime, black pepper, garlic, lime juice, salt, chopped fresh cilantro, worcestershire sauce, Just Bare Chicken Thighs, melted butter, null, 0.75
Main, mayonnaise, kosher salt, garlic, panko, freshly ground black pepper, fresh parsley leaves, boneless skinless chicken thighs, shredded sharp cheddar cheese, seasoning, null, null, 0.75
Main, shredded sharp cheddar cheese, boneless skinless chicken thighs, panko, fresh parsley leaves, seasoning, garlic, freshly ground black pepper, kosher salt, mayonnaise, null, null, 0.75
Main, seasoning, boneless skinless chicken thighs, fresh parsley leaves, freshly ground black pepper, panko, mayonnaise, shredded sharp cheddar cheese, kosher salt, garlic, null, null, 0.75
Main, garlic, seasoning, boneless skinless chicken thighs, fresh parsley leaves, freshly ground black pepper, shredded sharp cheddar cheese, kosher salt, panko, mayonnaise, null, null, 0.75
Main, boneless skinless chicken thighs, garlic, mayonnaise, seasoning, fresh parsley leaves, kosher salt, shredded sharp cheddar cheese, panko, freshly ground black pepper, null, null, 0.75
Main, kosher salt, shredded sharp cheddar cheese, garlic, panko, boneless skinless chicken thighs, mayonnaise, freshly ground black pepper, fresh parsley leaves, seasoning, null, null, 0.75
Main, freshly ground black pepper, mayonnaise, shredded sharp cheddar cheese, boneless skinless chicken thighs, fresh parsley leaves, garlic, panko, seasoning, kosher salt, null, null, 0.75
Main, panko, seasoning, fresh parsley leaves, shredded sharp cheddar cheese, boneless skinless chicken thighs, kosher salt, mayonnaise, garlic, freshly ground black pepper, null, null, 0.75
Main, fresh parsley leaves, garlic, panko, seasoning, freshly ground black pepper, boneless skinless chicken thighs, mayonnaise, kosher salt, shredded sharp cheddar cheese, null, null, 0.75
Main, boneless skinless chicken breasts, garlic, cheese, ground pepper, butter, rosemary leaves, salt, null, null, null, null, 0.75
Main, salt, ground pepper, boneless skinless chicken breasts, garlic, rosemary leaves, butter, cheese, null, null, null, null, 0.75
Main, ground pepper, butter, rosemary leaves, boneless skinless chicken breasts, garlic, salt, cheese, null, null, null, null, 0.75
Main, butter, rosemary leaves, ground pepper, cheese, salt, garlic, boneless skinless chicken breasts, null, null, null, null, 0.75
Main, garlic, salt, ground pepper, rosemary leaves, boneless skinless chicken breasts, butter, cheese, null, null, null, null, 0.75
Main, rosemary leaves, salt, butter, ground pepper, boneless skinless chicken breasts, cheese, garlic, null, null, null, null, 0.75
Main, cheese, rosemary leaves, garlic, salt, boneless skinless chicken breasts, butter, ground pepper, null, null, null, null, 0.75
Main, boneless skinless chicken breasts, freshly ground black pepper, basil pesto, salt, low-fat mozzarella cheese, null, null, null, null, null, null, 0.75
Main, salt, low-fat mozzarella cheese, basil pesto, boneless skinless chicken breasts, freshly ground black pepper, null, null, null, null, null, null, 0.75
Main, freshly ground black pepper, low-fat mozzarella cheese, basil pesto, salt, boneless skinless chicken breasts, null, null, null, null, null, null, 0.75
Main, basil pesto, low-fat mozzarella cheese, salt, boneless skinless chicken breasts, freshly ground black pepper, null, null, null, null, null, null, 0.75
Main, low-fat mozzarella cheese, freshly ground black pepper, salt, boneless skinless chicken breasts, basil pesto, null, null, null, null, null, null, 0.75
Main, ciabatta, salt, grilled chicken breasts, avocado, pepper, tomatoes, null, null, null, null, null, 0.75
Main, avocado, ciabatta, pepper, salt, tomatoes, grilled chicken breasts, null, null, null, null, null, 0.75
Main, grilled chicken breasts, tomatoes, salt, pepper, avocado, ciabatta, null, null, null, null, null, 0.75
Main, tomatoes, grilled chicken breasts, pepper, avocado, ciabatta, salt, null, null, null, null, null, 0.75
Main, salt, ciabatta, pepper, tomatoes, avocado, grilled chicken breasts, null, null, null, null, null, 0.75
Main, pepper, avocado, ciabatta, salt, grilled chicken breasts, tomatoes, null, null, null, null, null, 0.75
Main, chicken drumsticks, kosher salt, garlic powder, feta cheese, lemon, ground pepper, dried oregano, null, null, null, null, 0.75
Main, kosher salt, lemon, garlic powder, ground pepper, feta cheese, dried oregano, chicken drumsticks, null, null, null, null, 0.75
Main, ground pepper, kosher salt, feta cheese, chicken drumsticks, garlic powder, lemon, dried oregano, null, null, null, null, 0.75
Main, garlic powder, kosher salt, dried oregano, chicken drumsticks, ground pepper, feta cheese, lemon, null, null, null, null, 0.75
Main, dried oregano, kosher salt, feta cheese, chicken drumsticks, garlic powder, lemon, ground pepper, null, null, null, null, 0.75
Main, lemon, feta cheese, ground pepper, dried oregano, chicken drumsticks, kosher salt, garlic powder, null, null, null, null, 0.75
Main, feta cheese, lemon, chicken drumsticks, kosher salt, ground pepper, dried oregano, garlic powder, null, null, null, null, 0.75
Main, boneless skinless chicken breasts, whole grain dijon mustard, honey, butter, salt, minced garlic, null, null, null, null, null, 0.75
Main, butter, whole grain dijon mustard, minced garlic, salt, honey, boneless skinless chicken breasts, null, null, null, null, null, 0.75
Main, minced garlic, honey, butter, salt, boneless skinless chicken breasts, whole grain dijon mustard, null, null, null, null, null, 0.75
Main, salt, butter, honey, minced garlic, whole grain dijon mustard, boneless skinless chicken breasts, null, null, null, null, null, 0.75
Main, honey, boneless skinless chicken breasts, whole grain dijon mustard, butter, minced garlic, salt, null, null, null, null, null, 0.75
Main, whole grain dijon mustard, butter, minced garlic, boneless skinless chicken breasts, honey, salt, null, null, null, null, null, 0.75
Main, boneless skinless chicken breasts, scallions, sesame oil, light brown sugar, red pepper flakes, ginger, sesame seeds, applesauce, yellow onion, garlic cloves, gluten, 0.75
Main, gluten, ginger, garlic cloves, sesame seeds, red pepper flakes, sesame oil, scallions, boneless skinless chicken breasts, light brown sugar, applesauce, yellow onion, 0.75
Main, applesauce, scallions, garlic cloves, sesame seeds, sesame oil, boneless skinless chicken breasts, light brown sugar, yellow onion, ginger, red pepper flakes, gluten, 0.75
